Time	MABP [mmHg]	CBFV-L [cm/s]	CBFV-R [cm/s]	etCO2 [kPa]	MN					
6.1000	84.3147	68.1800	72.2396	4.7249	1.0000
6.2000	83.9339	67.7550	72.0834	4.7216	1.0000
6.3000	83.5531	67.3300	71.9271	4.7184	1.0000
6.4000	83.1722	66.9050	71.7708	4.7152	1.0000
6.5000	82.7914	66.4801	71.6145	4.7120	1.0000
6.6000	82.6846	66.5043	71.7911	4.7087	1.0000
6.7000	82.9560	67.1491	72.4275	4.7055	1.0000
6.8000	83.2275	67.7938	73.0638	4.7023	1.0000
6.9000	83.4990	68.4385	73.7002	4.6991	1.0000
7.0000	83.7705	69.0833	74.3365	4.6958	1.0000
7.1000	84.0420	69.7280	74.9729	4.6926	1.0000
7.2000	84.3134	70.3727	75.6092	4.6894	1.0000
7.3000	84.5849	71.0175	76.2456	4.6862	1.0000
7.4000	84.8043	71.4785	76.7590	4.6829	1.0000
7.5000	84.8897	71.4670	76.9561	4.6806	1.0000
7.6000	84.9751	71.4556	77.1532	4.6851	1.0000
7.7000	85.0605	71.4441	77.3503	4.6896	1.0000
7.8000	85.1459	71.4327	77.5475	4.6941	1.0000
7.9000	85.2313	71.4213	77.7446	4.6986	1.0000
8.0000	85.3167	71.4098	77.9417	4.7031	1.0000
8.1000	85.4020	71.3984	78.1388	4.7076	1.0000
8.2000	85.4874	71.3869	78.3359	4.7121	1.0000
8.3000	85.4743	71.2457	78.1634	4.7166	1.0000
8.4000	85.4613	71.1045	77.9908	4.7211	1.0000
8.5000	85.4482	70.9632	77.8182	4.7256	1.0000
8.6000	85.4351	70.8220	77.6456	4.7301	1.0000
8.7000	85.4220	70.6808	77.4730	4.7346	1.0000
8.8000	85.4089	70.5395	77.3005	4.7391	1.0000
8.9000	85.3958	70.3983	77.1279	4.7436	1.0000
9.0000	85.3828	70.2571	76.9553	4.7481	1.0000
9.1000	85.3697	70.1158	76.7827	4.7526	1.0000
9.2000	85.3444	69.9518	76.7126	4.7571	1.0000
9.3000	85.3140	69.7780	76.6864	4.7616	1.0000
9.4000	85.2835	69.6041	76.6603	4.7661	1.0000
9.5000	85.2530	69.4303	76.6341	4.7706	1.0000
9.6000	85.2226	69.2565	76.6079	4.7751	1.0000
9.7000	85.1921	69.0827	76.5817	4.7796	1.0000
9.8000	85.1616	68.9088	76.5556	4.7841	1.0000
9.9000	85.1312	68.7350	76.5294	4.7886	1.0000
10.0000	85.1007	68.5612	76.5032	4.7930	1.0000
10.1000	85.0702	68.3874	76.4770	4.7975	1.0000
10.2000	84.9683	68.2382	76.3174	4.8020	1.0000
10.3000	84.8634	68.0901	76.1522	4.8065	1.0000
10.4000	84.7585	67.9421	75.9870	4.8110	1.0000
10.5000	84.6537	67.7940	75.8218	4.8155	1.0000
10.6000	84.5488	67.6459	75.6566	4.8200	1.0000
10.7000	84.4439	67.4978	75.4913	4.8245	1.0000
10.8000	84.3390	67.3497	75.3261	4.8290	1.0000
10.9000	84.2341	67.2016	75.1609	4.8335	1.0000
11.0000	84.0353	66.9908	74.9217	4.8380	1.0000
11.1000	83.6543	66.6581	74.5388	4.8425	1.0000
11.2000	83.2732	66.3254	74.1559	4.8470	1.0000
11.3000	82.8922	65.9927	73.7729	4.8515	1.0000
11.4000	82.5111	65.6601	73.3900	4.8560	1.0000
11.5000	82.1300	65.3274	73.0071	4.8605	1.0000
11.6000	81.7490	64.9947	72.6242	4.8650	1.0000
11.7000	81.3679	64.6620	72.2412	4.8695	1.0000
11.8000	81.8838	65.2162	73.0168	4.8740	1.0000
11.9000	82.5221	65.8912	73.9504	4.8785	1.0000
12.0000	83.1603	66.5663	74.8839	4.8830	1.0000
12.1000	83.7986	67.2413	75.8174	4.8875	1.0000
12.2000	84.4368	67.9164	76.7510	4.8920	1.0000
12.3000	85.0751	68.5915	77.6845	4.8965	1.0000
12.4000	85.7133	69.2665	78.6181	4.9010	1.0000
12.5000	86.1447	69.8463	79.1815	4.9055	1.0000
12.6000	86.5107	70.3959	79.6281	4.9100	1.0000
12.7000	86.8767	70.9456	80.0747	4.9145	1.0000
12.8000	87.2427	71.4952	80.5213	4.9190	1.0000
12.9000	87.6087	72.0448	80.9679	4.9218	1.0000
13.0000	87.9747	72.5945	81.4145	4.9237	1.0000
13.1000	88.3407	73.1441	81.8611	4.9256	1.0000
13.2000	88.4513	73.3283	81.9325	4.9275	1.0000
13.3000	88.0194	72.7360	81.2064	4.9294	1.0000
13.4000	87.5874	72.1437	80.4803	4.9313	1.0000
13.5000	87.1554	71.5514	79.7543	4.9332	1.0000
13.6000	86.7234	70.9591	79.0282	4.9352	1.0000
13.7000	86.2914	70.3668	78.3021	4.9371	1.0000
13.8000	85.8594	69.7746	77.5760	4.9390	1.0000
13.9000	85.4274	69.1823	76.8500	4.9409	1.0000
14.0000	84.9954	68.5900	76.1239	4.9428	1.0000
14.1000	84.5634	67.9977	75.3978	4.9447	1.0000
14.2000	84.1315	67.4054	74.6717	4.9466	1.0000
14.3000	83.9097	67.0391	74.1380	4.9485	1.0000
14.4000	83.8063	66.8000	73.7125	4.9504	1.0000
14.5000	83.7028	66.5609	73.2870	4.9523	1.0000
14.6000	83.5994	66.3218	72.8614	4.9542	1.0000
14.7000	83.4960	66.0827	72.4359	4.9562	1.0000
14.8000	83.3925	65.8436	72.0104	4.9581	1.0000
14.9000	83.2891	65.6046	71.5849	4.9600	1.0000
15.0000	83.1856	65.3655	71.1593	4.9619	1.0000
15.1000	83.0822	65.1264	70.7338	4.9638	1.0000
15.2000	82.9787	64.8873	70.3083	4.9657	1.0000
15.3000	82.9926	65.1218	70.4958	4.9676	1.0000
15.4000	83.0166	65.3974	70.7366	4.9695	1.0000
15.5000	83.0407	65.6731	70.9775	4.9714	1.0000
15.6000	83.0647	65.9488	71.2183	4.9733	1.0000
15.7000	83.0887	66.2244	71.4592	4.9752	1.0000
15.8000	83.1128	66.5001	71.7000	4.9771	1.0000
15.9000	83.1368	66.7758	71.9408	4.9791	1.0000
16.0000	83.1608	67.0514	72.1817	4.9810	1.0000
16.1000	83.0060	67.0910	72.1836	4.9829	1.0000
16.2000	82.6859	66.9125	71.9649	4.9848	1.0000
16.3000	82.3659	66.7341	71.7463	4.9867	1.0000
16.4000	82.0458	66.5556	71.5276	4.9886	1.0000
16.5000	81.7258	66.3771	71.3089	4.9905	1.0000
16.6000	81.4057	66.1987	71.0903	4.9924	1.0000
16.7000	81.0857	66.0202	70.8716	4.9943	1.0000
16.8000	80.8128	65.8901	70.7077	4.9962	1.0000
16.9000	81.2792	66.5177	71.4007	4.9981	1.0000
17.0000	81.7455	67.1452	72.0937	5.0000	1.0000
17.1000	82.2119	67.7728	72.7867	5.0020	1.0000
17.2000	82.6782	68.4004	73.4797	5.0039	1.0000
17.3000	83.1446	69.0279	74.1726	5.0058	1.0000
17.4000	83.6109	69.6555	74.8656	5.0077	1.0000
17.5000	84.0773	70.2830	75.5586	5.0096	1.0000
17.6000	84.5172	70.7783	76.2738	5.0112	1.0000
17.7000	84.9528	71.2520	76.9926	5.0068	1.0000
17.8000	85.3885	71.7257	77.7115	5.0024	1.0000
17.9000	85.8241	72.1994	78.4303	4.9980	1.0000
18.0000	86.2597	72.6731	79.1491	4.9936	1.0000
18.1000	86.6954	73.1468	79.8679	4.9892	1.0000
18.2000	87.1310	73.6206	80.5867	4.9848	1.0000
18.3000	87.4253	73.9915	80.9778	4.9804	1.0000
18.4000	87.5992	74.2749	81.0897	4.9760	1.0000
18.5000	87.7731	74.5583	81.2017	4.9716	1.0000
18.6000	87.9469	74.8417	81.3136	4.9671	1.0000
18.7000	88.1208	75.1251	81.4255	4.9627	1.0000
18.8000	88.2947	75.4085	81.5374	4.9583	1.0000
18.9000	88.4686	75.6919	81.6494	4.9539	1.0000
19.0000	88.6424	75.9753	81.7613	4.9495	1.0000
19.1000	88.6673	76.0184	81.8036	4.9451	1.0000
19.2000	88.3754	75.5506	81.6978	4.9407	1.0000
19.3000	88.0836	75.0828	81.5921	4.9363	1.0000
19.4000	87.7917	74.6151	81.4864	4.9319	1.0000
19.5000	87.4998	74.1473	81.3807	4.9275	1.0000
19.6000	87.2080	73.6795	81.2749	4.9230	1.0000
19.7000	86.9161	73.2118	81.1692	4.9186	1.0000
19.8000	86.6242	72.7440	81.0635	4.9142	1.0000
19.9000	86.3324	72.2762	80.9578	4.9098	1.0000
20.0000	86.0405	71.8085	80.8520	4.9054	1.0000
20.1000	85.8037	71.3658	80.6898	4.9010	1.0000
20.2000	86.2002	71.2112	79.8772	4.8966	1.0000
20.3000	86.5968	71.0566	79.0646	4.8922	1.0000
20.4000	86.9933	70.9021	78.2520	4.8878	1.0000
20.5000	87.3899	70.7475	77.4393	4.8834	1.0000
20.6000	87.7864	70.5929	76.6267	4.8789	1.0000
20.7000	88.1830	70.4384	75.8141	4.8745	1.0000
20.8000	88.5795	70.2838	75.0015	4.8701	1.0000
20.9000	88.7613	70.2571	74.6971	4.8657	1.0000
21.0000	88.6697	70.3931	75.0394	4.8613	1.0000
21.1000	88.5781	70.5291	75.3817	4.8569	1.0000
21.2000	88.4865	70.6651	75.7240	4.8525	1.0000
21.3000	88.3949	70.8011	76.0663	4.8481	1.0000
21.4000	88.3033	70.9372	76.4085	4.8437	1.0000
21.5000	88.2117	71.0732	76.7508	4.8393	1.0000
21.6000	88.2390	71.3621	76.9836	4.8348	1.0000
21.7000	88.3277	71.7297	77.1601	4.8304	1.0000
21.8000	88.4164	72.0973	77.3365	4.8260	1.0000
21.9000	88.5051	72.4650	77.5129	4.8216	1.0000
22.0000	88.5938	72.8326	77.6893	4.8172	1.0000
22.1000	88.6825	73.2003	77.8657	4.8128	1.0000
22.2000	88.7712	73.5679	78.0421	4.8084	1.0000
22.3000	89.0698	73.6601	78.4421	4.8040	1.0000
22.4000	89.4347	73.6653	78.9127	4.7996	1.0000
22.5000	89.7996	73.6704	79.3834	4.7995	1.0000
22.6000	90.1645	73.6756	79.8540	4.8035	1.0000
22.7000	90.5293	73.6808	80.3246	4.8074	1.0000
22.8000	90.8942	73.6860	80.7952	4.8114	1.0000
22.9000	91.2591	73.6912	81.2658	4.8153	1.0000
23.0000	91.2067	73.3543	81.0639	4.8193	1.0000
23.1000	90.7989	72.7261	80.2893	4.8232	1.0000
23.2000	90.3912	72.0978	79.5146	4.8272	1.0000
23.3000	89.9834	71.4696	78.7399	4.8311	1.0000
23.4000	89.5756	70.8413	77.9652	4.8351	1.0000
23.5000	89.1678	70.2131	77.1906	4.8390	1.0000
23.6000	88.7600	69.5849	76.4159	4.8430	1.0000
23.7000	88.3522	68.9566	75.6412	4.8469	1.0000
23.8000	87.9444	68.3284	74.8666	4.8509	1.0000
23.9000	87.5366	67.7001	74.0919	4.8548	1.0000
24.0000	87.1289	67.0719	73.3172	4.8588	1.0000
24.1000	86.8640	66.5089	72.6481	4.8628	1.0000
24.2000	86.7027	65.9931	72.0553	4.8667	1.0000
24.3000	86.5414	65.4774	71.4626	4.8707	1.0000
24.4000	86.3801	64.9617	70.8699	4.8746	1.0000
24.5000	86.2188	64.4459	70.2771	4.8786	1.0000
24.6000	86.0574	63.9302	69.6844	4.8825	1.0000
24.7000	85.8961	63.4144	69.0917	4.8865	1.0000
24.8000	85.7348	62.8987	68.4989	4.8904	1.0000
24.9000	85.5735	62.3830	67.9062	4.8944	1.0000
25.0000	85.4122	61.8672	67.3135	4.8983	1.0000
25.1000	85.2509	61.3515	66.7207	4.9023	1.0000
25.2000	84.9460	61.4557	66.8496	4.9062	1.0000
25.3000	84.6411	61.5600	66.9785	4.9102	1.0000
25.4000	84.3362	61.6642	67.1074	4.9141	1.0000
25.5000	84.0313	61.7685	67.2363	4.9181	1.0000
25.6000	83.7264	61.8727	67.3652	4.9220	1.0000
25.7000	83.4215	61.9770	67.4941	4.9260	1.0000
25.8000	83.1166	62.0812	67.6230	4.9300	1.0000
25.9000	82.8117	62.1855	67.7519	4.9339	1.0000
26.0000	82.5069	62.2897	67.8808	4.9379	1.0000
26.1000	82.1087	62.3304	67.8601	4.9418	1.0000
26.2000	81.6744	62.3464	67.7813	4.9458	1.0000
26.3000	81.2400	62.3624	67.7024	4.9497	1.0000
26.4000	80.8057	62.3784	67.6236	4.9537	1.0000
26.5000	80.3713	62.3943	67.5447	4.9576	1.0000
26.6000	79.9369	62.4103	67.4659	4.9616	1.0000
26.7000	79.5026	62.4263	67.3871	4.9655	1.0000
26.8000	79.2650	62.6146	67.5322	4.9695	1.0000
26.9000	79.9240	63.5881	68.6976	4.9734	1.0000
27.0000	80.5831	64.5615	69.8629	4.9774	1.0000
27.1000	81.2421	65.5349	71.0283	4.9813	1.0000
27.2000	81.9011	66.5083	72.1937	4.9853	1.0000
27.3000	82.5602	67.4817	73.3590	4.9893	1.0000
27.4000	83.2192	68.4552	74.5244	4.9932	1.0000
27.5000	83.8742	69.4255	75.6839	4.9972	1.0000
27.6000	84.3336	70.2440	76.5586	4.9988	1.0000
27.7000	84.7929	71.0626	77.4332	4.9991	1.0000
27.8000	85.2523	71.8812	78.3078	4.9994	1.0000
27.9000	85.7116	72.6997	79.1824	4.9997	1.0000
28.0000	86.1709	73.5183	80.0570	5.0000	1.0000
28.1000	86.6303	74.3368	80.9316	5.0003	1.0000
28.2000	87.0896	75.1554	81.8062	5.0006	1.0000
28.3000	87.1611	75.3570	81.9901	5.0009	1.0000
28.4000	86.8125	74.8903	81.4257	5.0012	1.0000
28.5000	86.4638	74.4236	80.8613	5.0015	1.0000
28.6000	86.1151	73.9569	80.2969	5.0018	1.0000
28.7000	85.7665	73.4902	79.7324	5.0021	1.0000
28.8000	85.4178	73.0235	79.1680	5.0025	1.0000
28.9000	85.0692	72.5568	78.6036	5.0028	1.0000
29.0000	84.7205	72.0901	78.0392	5.0031	1.0000
29.1000	84.3719	71.6234	77.4748	5.0034	1.0000
29.2000	84.0232	71.1567	76.9104	5.0037	1.0000
29.3000	83.6746	70.6899	76.3460	5.0040	1.0000
29.4000	83.5725	70.2941	75.9129	5.0043	1.0000
29.5000	83.5762	69.9286	75.5361	5.0046	1.0000
29.6000	83.5799	69.5632	75.1593	5.0049	1.0000
29.7000	83.5835	69.1977	74.7826	5.0052	1.0000
29.8000	83.5872	68.8323	74.4058	5.0055	1.0000
29.9000	83.5909	68.4668	74.0290	5.0058	1.0000
30.0000	83.5946	68.1013	73.6523	5.0061	1.0000
30.1000	83.5982	67.7359	73.2755	5.0064	1.0000
30.2000	83.6019	67.3704	72.8987	5.0067	1.0000
30.3000	83.6056	67.0050	72.5219	5.0070	1.0000
30.4000	83.3622	66.9477	72.4425	5.0073	1.0000
30.5000	83.1085	66.9032	72.3754	5.0077	1.0000
30.6000	82.8549	66.8587	72.3083	5.0080	1.0000
30.7000	82.6012	66.8143	72.2412	5.0083	1.0000
30.8000	82.3475	66.7698	72.1741	5.0086	1.0000
30.9000	82.0939	66.7254	72.1071	5.0089	1.0000
31.0000	81.8402	66.6809	72.0400	5.0092	1.0000
31.1000	81.7907	66.8642	72.1989	5.0095	1.0000
31.2000	82.4652	67.8548	73.1592	5.0098	1.0000
31.3000	83.1398	68.8454	74.1194	5.0101	1.0000
31.4000	83.8143	69.8360	75.0797	5.0104	1.0000
31.5000	84.4888	70.8266	76.0400	5.0107	1.0000
31.6000	85.1633	71.8172	77.0002	5.0110	1.0000
31.7000	85.8378	72.8079	77.9605	5.0113	1.0000
31.8000	86.5123	73.7985	78.9207	5.0116	1.0000
31.9000	86.8936	74.2249	79.3664	5.0119	1.0000
32.0000	87.2563	74.6152	79.7792	5.0122	1.0000
32.1000	87.6190	75.0056	80.1921	5.0120	1.0000
32.2000	87.9816	75.3960	80.6049	5.0092	1.0000
32.3000	88.3443	75.7864	81.0177	5.0063	1.0000
32.4000	88.7069	76.1768	81.4306	5.0034	1.0000
32.5000	89.0696	76.5671	81.8434	5.0006	1.0000
32.6000	89.4322	76.9575	82.2562	4.9977	1.0000
32.7000	89.4191	76.8558	82.1599	4.9948	1.0000
32.8000	88.9648	76.1765	81.4657	4.9919	1.0000
32.9000	88.5105	75.4971	80.7716	4.9891	1.0000
33.0000	88.0562	74.8178	80.0775	4.9862	1.0000
33.1000	87.6019	74.1384	79.3834	4.9833	1.0000
33.2000	87.1476	73.4591	78.6893	4.9804	1.0000
33.3000	86.6933	72.7797	77.9952	4.9776	1.0000
33.4000	86.2390	72.1004	77.3011	4.9747	1.0000
33.5000	85.7847	71.4210	76.6070	4.9718	1.0000
33.6000	85.3304	70.7417	75.9129	4.9690	1.0000
33.7000	84.8761	70.0623	75.2187	4.9661	1.0000
33.8000	84.5602	69.5467	74.6223	4.9632	1.0000
33.9000	84.5672	69.4130	74.2538	4.9603	1.0000
34.0000	84.5742	69.2794	73.8853	4.9575	1.0000
34.1000	84.5811	69.1458	73.5168	4.9546	1.0000
34.2000	84.5881	69.0121	73.1483	4.9517	1.0000
34.3000	84.5951	68.8785	72.7797	4.9488	1.0000
34.4000	84.6021	68.7449	72.4112	4.9460	1.0000
34.5000	84.6091	68.6112	72.0427	4.9431	1.0000
34.6000	84.6161	68.4776	71.6742	4.9402	1.0000
34.7000	84.4561	68.3131	71.5226	4.9374	1.0000
34.8000	84.2690	68.1435	71.4063	4.9345	1.0000
34.9000	84.0819	67.9740	71.2900	4.9316	1.0000
35.0000	83.8948	67.8044	71.1737	4.9287	1.0000
35.1000	83.7076	67.6349	71.0573	4.9259	1.0000
35.2000	83.5205	67.4653	70.9410	4.9230	1.0000
35.3000	83.3334	67.2958	70.8247	4.9201	1.0000
35.4000	83.1463	67.1262	70.7084	4.9173	1.0000
35.5000	83.3457	67.3878	70.9620	4.9144	1.0000
35.6000	83.6417	67.7572	71.3080	4.9115	1.0000
35.7000	83.9377	68.1266	71.6541	4.9086	1.0000
35.8000	84.2337	68.4959	72.0001	4.9058	1.0000
35.9000	84.5298	68.8653	72.3462	4.9029	1.0000
36.0000	84.8258	69.2347	72.6922	4.9014	1.0000
36.1000	85.1218	69.6040	73.0383	4.9013	1.0000
36.2000	85.4179	69.9734	73.3843	4.9013	1.0000
36.3000	85.3832	69.9343	73.3643	4.9012	1.0000
36.4000	85.1624	69.6655	73.1384	4.9012	1.0000
36.5000	84.9417	69.3967	72.9124	4.9012	1.0000
36.6000	84.7209	69.1279	72.6865	4.9011	1.0000
36.7000	84.5002	68.8591	72.4606	4.9011	1.0000
36.8000	84.2795	68.5903	72.2346	4.9010	1.0000
36.9000	84.0587	68.3215	72.0087	4.9010	1.0000
37.0000	83.8380	68.0527	71.7828	4.9009	1.0000
37.1000	83.6172	67.7839	71.5569	4.9009	1.0000
37.2000	83.3965	67.5151	71.3309	4.9009	1.0000
37.3000	83.1899	67.2511	71.1147	4.9008	1.0000
37.4000	83.0086	66.9956	70.9158	4.9008	1.0000
37.5000	82.8272	66.7402	70.7169	4.9007	1.0000
37.6000	82.6459	66.4847	70.5179	4.9007	1.0000
37.7000	82.4645	66.2293	70.3190	4.9006	1.0000
37.8000	82.2832	65.9738	70.1201	4.9006	1.0000
37.9000	82.1018	65.7184	69.9212	4.9005	1.0000
38.0000	81.9205	65.4629	69.7222	4.9005	1.0000
38.1000	81.7391	65.2075	69.5233	4.9005	1.0000
38.2000	81.5578	64.9520	69.3244	4.9004	1.0000
38.3000	81.3764	64.6966	69.1255	4.9004	1.0000
38.4000	81.2176	64.5882	69.0750	4.9003	1.0000
38.5000	81.0674	64.5371	69.0823	4.9003	1.0000
38.6000	80.9173	64.4860	69.0896	4.9002	1.0000
38.7000	80.7671	64.4348	69.0969	4.9002	1.0000
38.8000	80.6170	64.3837	69.1042	4.9002	1.0000
38.9000	80.4669	64.3326	69.1115	4.9001	1.0000
39.0000	80.3167	64.2814	69.1187	4.9001	1.0000
39.1000	80.1666	64.2303	69.1260	4.9000	1.0000
39.2000	80.0165	64.1792	69.1333	4.9000	1.0000
39.3000	79.8657	64.1337	69.1466	4.8999	1.0000
39.4000	79.6869	64.3652	69.4533	4.8999	1.0000
39.5000	79.5081	64.5968	69.7600	4.8998	1.0000
39.6000	79.3293	64.8283	70.0667	4.8998	1.0000
39.7000	79.1505	65.0599	70.3734	4.8998	1.0000
39.8000	78.9717	65.2914	70.6801	4.8997	1.0000
39.9000	78.7928	65.5230	70.9868	4.8997	1.0000
40.0000	78.6140	65.7545	71.2935	4.8996	1.0000
40.1000	78.7129	66.1111	71.8470	4.8996	1.0000
40.2000	79.0682	66.5832	72.6284	4.8995	1.0000
40.3000	79.4235	67.0552	73.4097	4.8995	1.0000
40.4000	79.7788	67.5272	74.1910	4.8995	1.0000
40.5000	80.1340	67.9992	74.9723	4.8994	1.0000
40.6000	80.4893	68.4712	75.7536	4.8994	1.0000
40.7000	80.8446	68.9433	76.5349	4.8993	1.0000
40.8000	81.3069	69.5468	77.3044	4.8993	1.0000
40.9000	81.9437	70.3649	78.0546	4.8992	1.0000
41.0000	82.5806	71.1830	78.8048	4.8992	1.0000
41.1000	83.2174	72.0012	79.5551	4.8991	1.0000
41.2000	83.8543	72.8193	80.3053	4.8985	1.0000
41.3000	84.4912	73.6374	81.0555	4.8974	1.0000
41.4000	85.1280	74.4555	81.8057	4.8963	1.0000
41.5000	85.5779	75.0167	82.3134	4.8952	1.0000
41.6000	85.2798	74.5505	81.8510	4.8941	1.0000
41.7000	84.9818	74.0843	81.3885	4.8930	1.0000
41.8000	84.6837	73.6180	80.9260	4.8919	1.0000
41.9000	84.3857	73.1518	80.4635	4.8908	1.0000
42.0000	84.0876	72.6855	80.0010	4.8897	1.0000
42.1000	83.7896	72.2193	79.5386	4.8886	1.0000
42.2000	83.4915	71.7530	79.0761	4.8875	1.0000
42.3000	83.1934	71.2868	78.6136	4.8864	1.0000
42.4000	82.8954	70.8206	78.1511	4.8853	1.0000
42.5000	82.5973	70.3543	77.6886	4.8842	1.0000
42.6000	82.3619	69.8966	77.2243	4.8830	1.0000
42.7000	82.4116	69.4778	76.7515	4.8819	1.0000
42.8000	82.4614	69.0591	76.2787	4.8808	1.0000
42.9000	82.5111	68.6403	75.8059	4.8797	1.0000
43.0000	82.5609	68.2215	75.3332	4.8786	1.0000
43.1000	82.6106	67.8028	74.8604	4.8775	1.0000
43.2000	82.6604	67.3840	74.3876	4.8764	1.0000
43.3000	82.7101	66.9652	73.9148	4.8753	1.0000
43.4000	82.7599	66.5464	73.4420	4.8742	1.0000
43.5000	82.8096	66.1277	72.9692	4.8731	1.0000
43.6000	82.8415	65.7600	72.5712	4.8720	1.0000
43.7000	82.7426	65.7668	72.7216	4.8709	1.0000
43.8000	82.6436	65.7735	72.8720	4.8698	1.0000
43.9000	82.5447	65.7803	73.0224	4.8686	1.0000
44.0000	82.4457	65.7871	73.1729	4.8675	1.0000
44.1000	82.3468	65.7939	73.3233	4.8664	1.0000
44.2000	82.2478	65.8007	73.4737	4.8653	1.0000
44.3000	82.1489	65.8075	73.6241	4.8642	1.0000
44.4000	82.0499	65.8143	73.7745	4.8631	1.0000
44.5000	81.9856	65.7896	73.7883	4.8620	1.0000
44.6000	81.9311	65.7559	73.7636	4.8609	1.0000
44.7000	81.8765	65.7223	73.7389	4.8598	1.0000
44.8000	81.8220	65.6887	73.7143	4.8587	1.0000
44.9000	81.7675	65.6551	73.6896	4.8576	1.0000
45.0000	81.7129	65.6215	73.6649	4.8565	1.0000
45.1000	81.6584	65.5878	73.6402	4.8554	1.0000
45.2000	81.6038	65.5542	73.6155	4.8543	1.0000
45.3000	81.7702	65.7613	73.6251	4.8531	1.0000
45.4000	82.0062	66.0444	73.6454	4.8520	1.0000
45.5000	82.2423	66.3275	73.6657	4.8509	1.0000
45.6000	82.4784	66.6105	73.6860	4.8498	1.0000
45.7000	82.7145	66.8936	73.7063	4.8490	1.0000
45.8000	82.9506	67.1767	73.7266	4.8500	1.0000
45.9000	83.1866	67.4598	73.7469	4.8509	1.0000
46.0000	83.4227	67.7429	73.7672	4.8519	1.0000
46.1000	83.5862	67.9141	73.7629	4.8528	1.0000
46.2000	83.5632	67.7979	73.6954	4.8538	1.0000
